pmcid,disease_label,broad_disease,gene,confidence
PMC10900653,,,MAPK1,medium
PMC10900653,,,TP53,medium
PMC10900653,,,NFKBIA,medium
PMC10900653,,,PARP1,medium
PMC10900653,,,PTGS2,medium
PMC10900653,,,BAD,medium
PMC10900653,,,NOS3,medium
PMC10900653,,,CASP9,medium
PMC10900653,,,MMP9,medium
PMC10900653,,,CASP8,medium
PMC10900653,,,CCL2,medium
PMC10900653,,,SGSM3,medium
PMC12595059,,,TNF,high
PMC12595059,,,STAT3,high
PMC12595059,,,NFKB1,high
PMC12595059,,,IL6,high
PMC12595059,,,SRC,high
PMC12595059,,,ESR1,high
PMC12595059,,,MAPK8,high
PMC8794673,,,ALB,high
PMC8794673,,,MAPK1,high
PMC8794673,,,CASP3,high
PMC8794673,,,AR,high
PMC10589944,glioma,cancer,SRC,high
PMC10589944,glioma,cancer,HRAS,high
PMC10589944,glioma,cancer,HSP90AA1,high
PMC10589944,glioma,cancer,IGF1,high
PMC10589944,glioma,cancer,MAPK1,high
PMC10589944,glioma,cancer,MAPK14,high
PMC10589944,glioma,cancer,KDR,high
PMC10589944,glioma,cancer,STAT1,high
PMC10589944,glioma,cancer,JAK2,high
PMC10589944,glioma,cancer,MAP2K1,high
PMC10589944,glioma,cancer,IGF1R,high
PMC10589944,glioma,cancer,SGSM3,high
PMC10894492,diabetic_nephropathy,renal_metabolic,TP53,high
PMC10894492,diabetic_nephropathy,renal_metabolic,EGFR,high
PMC10894492,diabetic_nephropathy,renal_metabolic,IL6,high
PMC10894492,diabetic_nephropathy,renal_metabolic,CTNNB1,high
PMC10894492,diabetic_nephropathy,renal_metabolic,ESR1,high
PMC10894492,diabetic_nephropathy,renal_metabolic,JUN,high
PMC10894492,diabetic_nephropathy,renal_metabolic,HIF1A,high
PMC10894492,diabetic_nephropathy,renal_metabolic,MYC,high
PMC12142903,depression,psychiatric,ESR2,high
PMC12142903,depression,psychiatric,STAT1,high
PMC12142903,depression,psychiatric,CASP3,high
PMC10432970,thyroid_cancer,cancer,FN1,medium
PMC10432970,thyroid_cancer,cancer,JUN,medium
PMC10432970,thyroid_cancer,cancer,AR,medium
PMC10432970,thyroid_cancer,cancer,RUNX2,medium
PMC10432970,thyroid_cancer,cancer,FOS,medium
PMC10432970,thyroid_cancer,cancer,BMP2,medium
PMC10432970,thyroid_cancer,cancer,MET,medium
PMC11898993,,,MCC,high
PMC11898993,,,ESR1,high
PMC11898993,,,SRC,high
PMC11898993,,,CTNNB1,high
PMC11898993,,,MAPK3,high
PMC11898993,,,AKT1,high
PMC11898993,,,EGFR,high
PMC11898993,,,ERBB2,high
PMC11898993,,,ESR2,high
PMC11898993,,,TNF,high
PMC11898993,,,PRKACA,high
PMC7391051,covid_19,infectious,IL6,medium
PMC7391051,covid_19,infectious,TNF,medium
PMC7391051,covid_19,infectious,IL10,medium
PMC7391051,covid_19,infectious,MAPK8,medium
PMC7391051,covid_19,infectious,MAPK3,medium
PMC7391051,covid_19,infectious,CXCL8,medium
PMC7391051,covid_19,infectious,CASP3,medium
PMC7391051,covid_19,infectious,PTGS2,medium
PMC7391051,covid_19,infectious,TP53,medium
PMC7391051,covid_19,infectious,MAPK1,medium
PMC8672039,,,AKT1,medium
PMC8672039,,,TP53,medium
PMC8672039,,,MAPK3,medium
PMC8672039,,,VEGFA,medium
PMC8672039,,,TNF,medium
PMC8672039,,,IL6,medium
PMC8672039,,,JUN,medium
PMC8672039,,,CASP3,medium
PMC12969908,,,CTSS,medium
PMC12969908,,,PTPRC,medium
PMC12969908,,,PTAFR,medium
PMC12969908,,,MMP9,medium
PMC12969908,,,IL1B,medium
PMC12969908,,,LCK,medium
PMC12969908,,,ITK,medium
PMC11443296,,,AKT1,medium
PMC11443296,,,ACTB,medium
PMC11443296,,,ALB,medium
PMC11443296,,,INS,medium
PMC11443296,,,TP53,medium
PMC11383270,,,TP53,high
PMC11383270,,,IL6,high
PMC11383270,,,AKT1,high
PMC11383270,,,CASP3,high
PMC11383270,,,CXCL8,high
PMC11383270,,,MMP9,high
PMC11383270,,,EGFR,high
PMC9068296,,,EGFR,high
PMC9068296,,,HSP90AA1,high
PMC9068296,,,SRC,high
PMC9068296,,,TNF,high
PMC9068296,,,CASP3,high
PMC10082258,,,PIK3CA,medium
PMC10082258,,,AKT3,medium
PMC10082258,,,GSK3B,medium
PMC10082258,,,JUN,medium
PMC13056865,asthma,respiratory,NOTCH2,high
PMC13056865,asthma,respiratory,HDAC2,high
PMC13056865,asthma,respiratory,MAPK1,high
PMC12402425,hepatocellular_carcinoma,cancer,AKT1,high
PMC12402425,hepatocellular_carcinoma,cancer,CCND1,high
PMC12402425,hepatocellular_carcinoma,cancer,EGFR,high
PMC12402425,hepatocellular_carcinoma,cancer,HIF1A,high
PMC12402425,hepatocellular_carcinoma,cancer,SRC,high
PMC12402425,hepatocellular_carcinoma,cancer,PPARG,high
PMC12402425,hepatocellular_carcinoma,cancer,PTGS2,high
PMC12402425,hepatocellular_carcinoma,cancer,MMP9,high
PMC12402425,hepatocellular_carcinoma,cancer,JAK2,high
PMC12402425,hepatocellular_carcinoma,cancer,TERT,high
PMC10504908,psoriasis,dermatologic_autoimmune,IGES,high
PMC10504908,psoriasis,dermatologic_autoimmune,IL6,high
PMC10504908,psoriasis,dermatologic_autoimmune,MMP9,high
PMC10504908,psoriasis,dermatologic_autoimmune,STAT3,high
PMC10504908,psoriasis,dermatologic_autoimmune,TNF,high
PMC10504908,psoriasis,dermatologic_autoimmune,VEGFA,high
PMC10504908,psoriasis,dermatologic_autoimmune,TLR4,high
PMC7836709,covid_19,infectious,TNF,high
PMC7836709,covid_19,infectious,IL10,high
PMC7836709,covid_19,infectious,IL2,high
PMC7836709,covid_19,infectious,IL6,high
PMC7836709,covid_19,infectious,STAT1,high
PMC7836709,covid_19,infectious,CCL2,high
PMC10010188,depression,psychiatric,PTPN11,high
PMC10010188,depression,psychiatric,ESR1,high
PMC10010188,depression,psychiatric,NR3C1,high
PMC10010188,depression,psychiatric,MAPK1,high
PMC9678500,,,HSP90AA1,medium
PMC9678500,,,MAPK1,medium
PMC9678500,,,MAPK8,medium
PMC9678500,,,MAPK14,medium
PMC9678500,,,IL17A,medium
