rank	screen_priority_score	project_accession	species_labels	scientific_names	run_count	total_fastq_gb	total_fastq_bytes	total_read_count	total_base_count	estimated_mean_read_length	paired_runs	illumina_runs	fastq_available_runs	earliest_year	latest_year	unique_sample_titles	explicit_virus_target	priority_reasons	sample_title_examples	centers	countries	run_accessions	search_text
21	95.17	SRP324942	Panax notoginseng; Panax quinquefolius	Panax notoginseng; Panax quinquefolius	6	11.513	11513493909	67619738	19862703182	293.74	6	6	6	2022	2022	2	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	Plant sample from Panax notoginseng || Plant sample from Panax quinquefolius	SUB9883620		SRR14874111;SRR14874112;SRR14874113;SRR14874114;SRR14874115;SRR14874116	Panax species RNA-seq | NextSeq 500 sequencing: PN adventitious root | Plant sample from Panax notoginseng | Plant sample from Panax notoginseng | Panax species RNA-seq | NextSeq 500 sequencing: PN adventitious root | Plant sample from Panax notoginseng | Plant sample from Panax notoginseng | Panax species RNA-seq | NextSeq 500 sequencing: PN adventitious root | Plant sample from Panax notoginseng | Plant sample from Panax notoginseng | Panax species RNA-seq | NextSeq 500 sequencing: PQ adventitious root | Plant sample from Panax quinquefolius | Plant sample from Panax quinquefolius | Panax species RNA-seq | NextSeq 500 sequencing: PQ adventitious root | Plant sample from Panax quinquefolius | Plant sample from Panax quinquefolius | Panax species RNA-seq | NextSeq 500 sequencing: PQ adventitious root | Plant sample from Panax quinquefolius | Plant sample from Panax quinquefolius
22	93.667	SRP511050	Curcuma longa	Curcuma longa	3	6.539	6538699179	71876806	19329896166	268.93	2	3	3	2024	2024	1	False	replicated tractable run count; download size suitable; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Curcuma longa	SUB14478988	India: Pusa, Samastipur; India: Samastipur, Pusa	SRR29248950;SRR29248951;SRR29248952	Curcuma longa transcriptome | Illumina NovaSeq 6000 sequencing: Rajendra Sonali-4M_RNA_seq of curcuma longa: 4 month from days of planting | Plant sample from Curcuma longa | Rajendra sonali leaf collected at 6 month from days of planting | Curcuma longa transcriptome | Illumina NovaSeq 6000 sequencing: NH-6M_RNA_seq of curcuma longa: 6 month from days of planting | Plant sample from Curcuma longa | Narendra Haldi leaf collected at 6 month from days of planting | Curcuma longa transcriptome | Illumina NovaSeq 6000 sequencing: Narendra haldi-4M_RNA_seq of curcuma longa: 4 month from days of planting | Plant sample from Curcuma longa | Narendra Haldi leaf at four month old
23	92.0	SRP451694	Cordyceps militaris	Cordyceps militaris	2	4.851	4851054641	44323679	13297103700	300.0	2	2	2	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Cordyceps militaris Raw sequence reads	SUB13711907	China	SRR25434664;SRR25434665	Cordyceps militaris Assembly | Illumina NovaSeq 6000 sequencing: CordycepsmilitarisRawsequencereads | Cordyceps militaris Raw sequence reads | Cordyceps militaris Raw sequence reads | Cordyceps militaris Assembly | Illumina NovaSeq 6000 sequencing: CordycepsmilitarisRawsequencereads | Cordyceps militaris Raw sequence reads | Cordyceps militaris Raw sequence reads
24	92.0	SRP350849	Angelica sinensis	Angelica sinensis	9	5.336	5335833269	40438261	12131478300	300.0	9	9	9	2022	2022	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Angelica sinensis	SUB10802739	China:Gansu	SRR17235563;SRR17235564;SRR17235565;SRR17235566;SRR17235567;SRR17235568;SRR17235569;SRR17235570;SRR17235571	Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis | Angelica sinensis Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Angelica sinensis | Plant sample from Angelica sinensis | Plant sample from Angelica sinensis
25	92.0	SRP377702	Panax notoginseng	Panax notoginseng	2	5.456	5455605663	44912826	12590863669	280.34	2	2	2	2022	2022	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Panax notoginseng	SUB11545698	China:Yunnan	SRR19449842;SRR19449843	Panax notoginseng Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of healthy Panax notoginseng Leaves | Plant sample from Panax notoginseng | Plant sample from Panax notoginseng | Panax notoginseng Raw sequence reads | Illumina NovaSeq 6000 sequencing: RNA-Seq of Panax notoginseng Leaves with Chlorosis Symptoms | Plant sample from Panax notoginseng | Plant sample from Panax notoginseng
26	92.0	SRP345349	Sanghuangporus/Phellinus	Sanghuangporus sanghuang	2	5.782	5782035314	44727980	13360206944	298.7	2	2	2	2021	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Sanghuangporus sanghuang	SUB10611119; SUB10645673	China: Guizhou	SRR16883316;SRR16954727	Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang | Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang
27	92.0	SRP345347	Sanghuangporus/Phellinus	Sanghuangporus sanghuang	2	5.796	5795951791	44495771	13308792104	299.1	2	2	2	2021	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Sanghuangporus sanghuang	SUB10611119; SUB10645673	China: Guizhou	SRR16883318;SRR16954729	Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang | Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang
28	92.0	SRP345352	Sanghuangporus/Phellinus	Sanghuangporus sanghuang	2	5.824	5824111063	44727980	13360206944	298.7	2	2	2	2021	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Effect of fungal polysaccharide elicitor on Sanghuangporus sanghuang transcriptome	SUB10611119; SUB10645673	China: Guizhou	SRR16883317;SRR16954726	Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Effect of fungal polysaccharide elicitor on Sanghuangporus sanghuang transcriptome | Microbe sample from Effect of fungal polysaccharide elicitor on Sanghuangporus sanghuang transcriptome | Sanghuangporus sanghuang Transcriptome or Gene expression | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Effect of fungal polysaccharide elicitor on Sanghuangporus sanghuang transcriptome | Microbe sample from Effect of fungal polysaccharide elicitor on Sanghuangporus sanghuang transcriptome
29	92.0	SRP345350	Sanghuangporus/Phellinus	Sanghuangporus sanghuang	2	6.217	6217062497	47988144	14334911440	298.72	2	2	2	2021	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Sanghuangporus sanghuang	SUB10611119; SUB10645673	China: Guizhou	SRR16883315;SRR16954728	Sanghuangporus sanghuang Transcriptome | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang | Sanghuangporus sanghuang Transcriptome | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang
30	92.0	SRP354890	Artemisia annua	Artemisia annua	2	6.461	6461031914	46872278	14061683400	300.0	2	2	2	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Artemisia annua	SUB10946175	China:Nanjing	SRR17604017;SRR17604018	A transcriptome data of self-rooted, self-grafted, and hetero-grafted chrysanthemum | HiSeq X Ten sequencing: Artemisia annua | Plant sample from Artemisia annua | Plant sample from Artemisia annua | A transcriptome data of self-rooted, self-grafted, and hetero-grafted chrysanthemum | HiSeq X Ten sequencing: Artemisia annua | Plant sample from Artemisia annua | Plant sample from Artemisia annua
31	92.0	SRP345351	Sanghuangporus/Phellinus	Sanghuangporus sanghuang	2	6.574	6573970695	50450976	15068948766	298.68	2	2	2	2021	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Sanghuangporus sanghuang	SUB10611119; SUB10645673	China: Guizhou	SRR16883320;SRR16954725	Sanghuangporus sanghuang Transcriptome | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang | Sanghuangporus sanghuang Transcriptome | Illumina NovaSeq 6000 sequencing: Second generation sequencing of Sanghuangporus sanghuang transcriptome | Microbe sample from Sanghuangporus sanghuang | Microbe sample from Sanghuangporus sanghuang
32	92.0	SRP368684	Lonicera japonica	Lonicera japonica	3	6.815	6815154717	63935027	19117478522	299.01	3	3	3	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Lonicera japonica	SUB11317329	China:hunan Province	SRR18694309;SRR18694310;SRR18694311	1) Transcriptional sequencing of flower bud in Lonicera macranthoides and Lonicera japonica | Illumina NovaSeq 6000 sequencing: Flower3 bud of Lonicera japonica | Plant sample from Lonicera japonica | Plant sample from Lonicera japonica | 1) Transcriptional sequencing of flower bud in Lonicera macranthoides and Lonicera japonica | Illumina NovaSeq 6000 sequencing: Flower2 bud of Lonicera japonica | Plant sample from Lonicera japonica | Plant sample from Lonicera japonica | 1) Transcriptional sequencing of flower bud in Lonicera macranthoides and Lonicera japonica | Illumina NovaSeq 6000 sequencing: Flower1 bud of Lonicera japonica | Plant sample from Lonicera japonica | Plant sample from Lonicera japonica
33	92.0	SRP439909	Gardenia jasminoides	Gardenia jasminoides	3	7.246	7246425448	62886875	18866062500	300.0	3	3	3	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Gardenia jasminoides	SUB13430005	China: Hunan	SRR24754493;SRR24754494;SRR24754495	Gardenia jasminoides Raw sequence reads | Illumina HiSeq 2500 sequencing: Transcriptome_GJ | Plant sample from Gardenia jasminoides | Plant sample from Gardenia jasminoides | Gardenia jasminoides Raw sequence reads | Illumina HiSeq 2500 sequencing: Transcriptome_GJ | Plant sample from Gardenia jasminoides | Plant sample from Gardenia jasminoides | Gardenia jasminoides Raw sequence reads | Illumina HiSeq 2500 sequencing: Transcriptome_GJ | Plant sample from Gardenia jasminoides | Plant sample from Gardenia jasminoides
34	92.0	SRP389560	Astragalus membranaceus	Astragalus membranaceus	3	7.946	7946353861	56366006	17022533812	302.0	3	3	3	2022	2022	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Growth with light	SUB11889832	South Korea	SRR20766532;SRR20766533;SRR20766534	Transcriptome anaysis of Astragalus membranaceus under different types of artificial light source (LED) treatment | Illumina NovaSeq 6000 sequencing: Growth with white light | Growth with light | Growth with light | Transcriptome anaysis of Astragalus membranaceus under different types of artificial light source (LED) treatment | Illumina NovaSeq 6000 sequencing: Growth with red light | Growth with light | Growth with light | Transcriptome anaysis of Astragalus membranaceus under different types of artificial light source (LED) treatment | Illumina NovaSeq 6000 sequencing: Growth with blue light | Growth with light | Growth with light
35	92.0	SRP371813	Cordyceps militaris	Cordyceps militaris	4	9.864	9863782909	93881300	27967066950	297.9	4	4	4	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Microbe sample from Cordyceps militaris	SUB11356071	missing	SRR18899812;SRR18899813;SRR18899814;SRR18899815	Cordyceps militaris Transcriptome or Gene expression | HiSeq X Ten sequencing: RNA-seq of Cordyceps militaris: mycelium | Microbe sample from Cordyceps militaris | Microbe sample from Cordyceps militaris | Cordyceps militaris Transcriptome or Gene expression | HiSeq X Ten sequencing: RNA-seq of Cordyceps militaris: mycelium | Microbe sample from Cordyceps militaris | Microbe sample from Cordyceps militaris | Cordyceps militaris Transcriptome or Gene expression | HiSeq X Ten sequencing: RNA-seq of Cordyceps militaris: mycelium | Microbe sample from Cordyceps militaris | Microbe sample from Cordyceps militaris | Cordyceps militaris Transcriptome or Gene expression | HiSeq X Ten sequencing: RNA-seq of Cordyceps militaris: mycelium | Microbe sample from Cordyceps militaris | Microbe sample from Cordyceps militaris
36	92.0	SRP414394	Glycyrrhiza uralensis	Glycyrrhiza uralensis	3	10.938	10938189894	136334904	30605454000	224.49	3	3	3	2023	2023	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Glycyrrhiza uralensis	SUB12427667	China:Xinjiang	SRR22859368;SRR22859369;SRR22859370	Transcriptome analysis of Glycyrrhiza glabra L. and Glycyrrhiza uralensis Fisch. | Illumina NovaSeq 6000 sequencing: Transcriptmoic analysis of Glycyrrhiza uralensis Fisch_3 | Plant sample from Glycyrrhiza uralensis | Plant sample from Glycyrrhiza uralensis | Transcriptome analysis of Glycyrrhiza glabra L. and Glycyrrhiza uralensis Fisch. | Illumina NovaSeq 6000 sequencing: Transcriptmoic analysis of Glycyrrhiza uralensis Fisch_2 | Plant sample from Glycyrrhiza uralensis | Plant sample from Glycyrrhiza uralensis | Transcriptome analysis of Glycyrrhiza glabra L. and Glycyrrhiza uralensis Fisch. | Illumina NovaSeq 6000 sequencing: Transcriptmoic analysis of Glycyrrhiza uralensis Fisch_1 | Plant sample from Glycyrrhiza uralensis | Plant sample from Glycyrrhiza uralensis
37	92.0	SRP500091	Salvia miltiorrhiza	Salvia miltiorrhiza	11	11.185	11185036971	257107982	77132394600	300.0	11	0	11	2024	2024	1	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available	Plant sample from Salvia miltiorrhiza	SUB14362128	China	SRR28576470;SRR28576471;SRR28576472;SRR28576473;SRR28576475;SRR28576476;SRR28576477;SRR28576478;SRR28576479;SRR28576480;SRR28576481	Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: C-1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: B-3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: B-2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: B-1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: A-2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: A-1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: CK-3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: C-3 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: C-2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: CK-2 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza | Salvia miltiorrhiza Transcriptome or Gene expression | BGISEQ-500 sequencing: CK-1 | Plant sample from Salvia miltiorrhiza | Plant sample from Salvia miltiorrhiza
38	89.34	SRP601564	Panax ginseng	Panax ginseng	8	21.703	21702733116	186057441	55550666548	298.57	8	8	8	2025	2025	8	False	replicated tractable run count; large but feasible; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	CK1 || CK2 || CK3 || Fe1 || Fe2 || Zn1 || Zn2 || Zn3	SUB15453381	China:Yanji	SRR34570747;SRR34570748;SRR34570749;SRR34570751;SRR34570752;SRR34570753;SRR34570754;SRR34570755	Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | Zn3 | Zn3 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | Zn2 | Zn2 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | Zn1 | Zn1 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | Fe2 | Fe2 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | Fe1 | Fe1 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | CK3 | CK3 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | CK2 | CK2 | Panax ginseng metagenome | Illumina NovaSeq 6000 sequencing: RNA-Seq of root:Panax ginseng | CK1 | CK1
39	89.0	SRP336442	Dendrobium officinale	Dendrobium officinale	3	9.646	9645556988	75437850	21025395394	278.71	3	3	3	2021	2021	3	False	replicated tractable run count; download size suitable; mostly paired-end; long Illumina reads; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	Y1 || Y2 || Y3	SUB10347495	China:Zhengjiang	SRR15836371;SRR15836372;SRR15836373	RNA sequencing of D. officinale stems | Illumina NovaSeq 6000 sequencing: RNA sequencing of D. officinale stems | Y3 | 3years | RNA sequencing of D. officinale stems | Illumina NovaSeq 6000 sequencing: RNA sequencing of D. officinale stems | Y2 | 2years | RNA sequencing of D. officinale stems | Illumina NovaSeq 6000 sequencing: RNA sequencing of D. officinale stems | Y1 | 1year
40	88.615	SRP534142	Ziziphus jujuba	Ziziphus jujuba	6	12.589	12588927543	119742551	35836828859	299.28	6	6	6	2025	2025	6	False	replicated tractable run count; large but feasible; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	Unknown_BX410-002T0001_good_1.fq.gz || Unknown_BX410-002T0002_good_1.fq.gz || Unknown_BX410-002T0003_good_1.fq.gz || Unknown_BX410-002T0004_good_1.fq.gz || Unknown_BX410-002T0005_good_1.fq.gz || Unknown_BX410-002T0006_good_1.fq.gz	SUB14739561	China	SRR30767321;SRR30767322;SRR30767323;SRR30767324;SRR30767325;SRR30767326	Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0002_good_1.fq.gz | Unknown_BX410-002T0002_good_1.fq.gz | Unknown_BX410-002T0002_good_1.fq.gz | Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0003_good_1.fq.gz | Unknown_BX410-002T0003_good_1.fq.gz | Unknown_BX410-002T0003_good_1.fq.gz | Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0004_good_1.fq.gz | Unknown_BX410-002T0004_good_1.fq.gz | Unknown_BX410-002T0004_good_1.fq.gz | Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0005_good_1.fq.gz | Unknown_BX410-002T0005_good_1.fq.gz | Unknown_BX410-002T0005_good_1.fq.gz | Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0001_good_1.fq.gz | Unknown_BX410-002T0001_good_1.fq.gz | Unknown_BX410-002T0001_good_1.fq.gz | Transcriptome sequencing of transgenic jujube with SJP8 effector protein | Illumina NovaSeq 6000 sequencing: Unknown_BX410-002T0006_good_1.fq.gz | Unknown_BX410-002T0006_good_1.fq.gz | Unknown_BX410-002T0006_good_1.fq.gz
41	88.615	SRP429175	Lonicera japonica	Lonicera japonica	6	13.691	13690559302	126918953	37993317258	299.35	6	6	6	2024	2024	6	False	replicated tractable run count; large but feasible; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	LjR1 || LjR2 || LjR3 || LjW1 || LjW2 || LjW3	SUB12985830	China: Taihefulou Village, Huolong Town, Yuzhou City, Henan Province	SRR23959364;SRR23959365;SRR23959366;SRR23959367;SRR23959368;SRR23959369	Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjW3 | LjW3 | yellow-white flower bud | Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjW2 | LjW2 | yellow-white flower bud | Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjW1 | LjW1 | yellow-white flower bud | Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjR3 | LjR3 | red flower bud | Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjR2 | LjR2 | red flower bud | Studies on Genuine Medicinal Materials | Illumina NovaSeq 6000 sequencing: LjR1 | LjR1 | red flower bud
42	88.615	SRP552831	Ganoderma lingzhi/lucidum	Ganoderma lucidum	6	15.765	15765008247	139453220	41835966000	300.0	6	6	6	2025	2025	6	False	replicated tractable run count; large but feasible; mostly paired-end; long Illumina reads; recent release; not explicitly virus-targeted; all FASTQ URLs available; multiple biological/sample labels	W1,(NH4)2SO4,3d || W2,(NH4)2SO4,3d || W3,(NH4)2SO4,3d || WN1,NaNO3,3d || WN2,NaNO3,3d || WN3,NaNO3,3d		missing	SRR31784825;SRR31784826;SRR31784827;SRR31784828;SRR31784829;SRR31784830	Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695034: WN3,NaNO3,3d Ganoderma lucidum RNA-Seq | WN3,NaNO3,3d | WN3,NaNO3,3d | Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695033: WN2,NaNO3,3d Ganoderma lucidum RNA-Seq | WN2,NaNO3,3d | WN2,NaNO3,3d | Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695032: WN1,NaNO3,3d Ganoderma lucidum RNA-Seq | WN1,NaNO3,3d | WN1,NaNO3,3d | Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695031: W3,(NH4)2SO4,3d Ganoderma lucidum RNA-Seq | W3,(NH4)2SO4,3d | W3,(NH4)2SO4,3d | Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695030: W2,(NH4)2SO4,3d Ganoderma lucidum RNA-Seq | W2,(NH4)2SO4,3d | W2,(NH4)2SO4,3d | Enhancing Extracellular Polysaccharide Production under Nitrate Condition through the Silencing of the Transcription Factor AreA in Ganoderma lucidum | HiSeq X Ten sequencing: GSM8695029: W1,(NH4)2SO4,3d Ganoderma lucidum RNA-Seq | W1,(NH4)2SO4,3d | W1,(NH4)2SO4,3d
